date,title,kws,loc,org,per,content
2022-08-21,Article sur Sport et Culture,"['Sport', 'Culture']","['Berlin', 'Alger', 'Bruxelles']",['OMS'],[],"Ceci est un article fictif parlant de Sport, Culture à Berlin, Alger, Bruxelles."
2022-04-22,Article sur Culture et Politique,"['Culture', 'Politique']",['Pékin'],[],['Poutine'],"Ceci est un article fictif parlant de Culture, Politique à Pékin."
2023-02-25,Article sur Sport et Sport,['Sport'],['Londres'],[],['Xi Jinping'],Ceci est un article fictif parlant de Sport à Londres.
2022-06-07,Article sur Technologie et Économie,"['Technologie', 'Environnement', 'Économie']","['Washington', 'Pékin', 'Alger']","['OTAN', 'Tesla']","['Musk', 'Von der Leyen']","Ceci est un article fictif parlant de Technologie, Environnement, Économie à Washington, Pékin, Alger."
2022-12-27,Article sur Technologie et Technologie,['Technologie'],"['Berlin', 'Washington']","['Google', 'OMS']",[],"Ceci est un article fictif parlant de Technologie à Berlin, Washington."
2023-01-25,Article sur Santé et Politique,"['Santé', 'Économie', 'Politique']",['Washington'],[],['Von der Leyen'],"Ceci est un article fictif parlant de Santé, Économie, Politique à Washington."
2022-07-08,Article sur Politique et Politique,['Politique'],"['Bruxelles', 'Berlin', 'Londres']","['Total', 'UE']","['Xi Jinping', 'Poutine']","Ceci est un article fictif parlant de Politique à Bruxelles, Berlin, Londres."
2022-04-03,Article sur Technologie et Technologie,['Technologie'],"['Berlin', 'Pékin', 'Washington']","['OTAN', 'Google']","['Musk', 'Xi Jinping']","Ceci est un article fictif parlant de Technologie à Berlin, Pékin, Washington."
2023-05-26,Article sur Politique et Politique,['Politique'],['Paris'],"['Google', 'Tesla']",[],Ceci est un article fictif parlant de Politique à Paris.
2023-08-01,Article sur Sport et Sport,['Sport'],['Alger'],"['FMI', 'Sanofi']",[],Ceci est un article fictif parlant de Sport à Alger.
2023-03-18,Article sur Culture et Culture,['Culture'],"['Bruxelles', 'Londres']","['OTAN', 'UE']","['Zelensky', 'Mbappé']","Ceci est un article fictif parlant de Culture à Bruxelles, Londres."
2023-07-30,Article sur Politique et Politique,['Politique'],['Berlin'],[],[],Ceci est un article fictif parlant de Politique à Berlin.
2022-05-25,Article sur Politique et Santé,"['Politique', 'Santé']","['Moscou', 'Londres', 'Paris']",['Sanofi'],"['Von der Leyen', 'Macron']","Ceci est un article fictif parlant de Politique, Santé à Moscou, Londres, Paris."
2023-03-17,Article sur Santé et Santé,['Santé'],['Berlin'],[],['Poutine'],Ceci est un article fictif parlant de Santé à Berlin.
2022-09-06,Article sur Économie et Culture,"['Économie', 'Culture']",['Bruxelles'],"['Google', 'Sanofi']",['Musk'],"Ceci est un article fictif parlant de Économie, Culture à Bruxelles."
2022-02-10,Article sur Culture et Culture,['Culture'],"['Londres', 'Berlin', 'Paris']",[],[],"Ceci est un article fictif parlant de Culture à Londres, Berlin, Paris."
2023-01-04,Article sur Sport et Technologie,"['Sport', 'Culture', 'Technologie']","['Berlin', 'Paris', 'Washington']",['OTAN'],['Von der Leyen'],"Ceci est un article fictif parlant de Sport, Culture, Technologie à Berlin, Paris, Washington."
2022-08-23,Article sur Politique et Politique,"['Politique', 'Sport', 'Politique']",['Berlin'],"['Tesla', 'OMS']","['Zelensky', 'Von der Leyen']","Ceci est un article fictif parlant de Politique, Sport, Politique à Berlin."
2022-10-12,Article sur Politique et Culture,"['Politique', 'Culture']",['Dakar'],['Tesla'],['Von der Leyen'],"Ceci est un article fictif parlant de Politique, Culture à Dakar."
2022-08-14,Article sur Économie et Économie,['Économie'],['Washington'],[],"['Biden', 'Xi Jinping']",Ceci est un article fictif parlant de Économie à Washington.
2022-07-07,Article sur Santé et Environnement,"['Santé', 'Environnement']","['Londres', 'Pékin', 'Alger']","['OMS', 'Total']",[],"Ceci est un article fictif parlant de Santé, Environnement à Londres, Pékin, Alger."
2023-09-28,Article sur Santé et Économie,"['Santé', 'Sport', 'Économie']","['Berlin', 'Alger', 'Moscou']","['OMS', 'ONU']","['Xi Jinping', 'Poutine']","Ceci est un article fictif parlant de Santé, Sport, Économie à Berlin, Alger, Moscou."
2022-11-20,Article sur Culture et Sport,"['Culture', 'Culture', 'Sport']","['Washington', 'Pékin', 'Berlin']",['OMS'],['Macron'],"Ceci est un article fictif parlant de Culture, Culture, Sport à Washington, Pékin, Berlin."
2022-09-26,Article sur Technologie et Économie,"['Technologie', 'Technologie', 'Économie']","['Paris', 'Alger']",['FMI'],[],"Ceci est un article fictif parlant de Technologie, Technologie, Économie à Paris, Alger."
2023-03-17,Article sur Sport et Environnement,"['Sport', 'Santé', 'Environnement']","['Paris', 'Bruxelles', 'Londres']","['UE', 'ONU']",['Von der Leyen'],"Ceci est un article fictif parlant de Sport, Santé, Environnement à Paris, Bruxelles, Londres."
2023-07-22,Article sur Technologie et Technologie,['Technologie'],"['Moscou', 'Berlin', 'Bruxelles']","['Google', 'Sanofi']","['Mbappé', 'Macron']","Ceci est un article fictif parlant de Technologie à Moscou, Berlin, Bruxelles."
2023-01-19,Article sur Politique et Environnement,"['Politique', 'Culture', 'Environnement']","['Paris', 'Pékin']","['OMS', 'Sanofi']","['Mbappé', 'Zelensky']","Ceci est un article fictif parlant de Politique, Culture, Environnement à Paris, Pékin."
2023-09-17,Article sur Économie et Technologie,"['Économie', 'Technologie']","['Alger', 'Londres', 'Paris']",[],"['Macron', 'Xi Jinping']","Ceci est un article fictif parlant de Économie, Technologie à Alger, Londres, Paris."
2022-11-10,Article sur Politique et Politique,['Politique'],['Pékin'],"['Tesla', 'Sanofi']","['Von der Leyen', 'Musk']",Ceci est un article fictif parlant de Politique à Pékin.
2022-08-06,Article sur Environnement et Politique,"['Environnement', 'Sport', 'Politique']","['Londres', 'Paris', 'Dakar']",['FMI'],[],"Ceci est un article fictif parlant de Environnement, Sport, Politique à Londres, Paris, Dakar."
2023-10-11,Article sur Politique et Économie,"['Politique', 'Économie']","['Paris', 'Bruxelles']","['ONU', 'FMI']",[],"Ceci est un article fictif parlant de Politique, Économie à Paris, Bruxelles."
2023-05-19,Article sur Politique et Politique,"['Politique', 'Politique']","['Berlin', 'Alger']",[],[],"Ceci est un article fictif parlant de Politique, Politique à Berlin, Alger."
2022-05-06,Article sur Culture et Environnement,"['Culture', 'Environnement']","['Pékin', 'Londres']",['UE'],['Zelensky'],"Ceci est un article fictif parlant de Culture, Environnement à Pékin, Londres."
2022-12-06,Article sur Santé et Sport,"['Santé', 'Culture', 'Sport']","['Washington', 'Pékin', 'Londres']",['Sanofi'],['Macron'],"Ceci est un article fictif parlant de Santé, Culture, Sport à Washington, Pékin, Londres."
2022-04-12,Article sur Sport et Sport,['Sport'],"['Londres', 'Washington']","['Total', 'ONU']","['Poutine', 'Mbappé']","Ceci est un article fictif parlant de Sport à Londres, Washington."
2022-08-28,Article sur Environnement et Environnement,['Environnement'],"['Berlin', 'Pékin']",['Tesla'],['Zelensky'],"Ceci est un article fictif parlant de Environnement à Berlin, Pékin."
2022-05-10,Article sur Environnement et Environnement,['Environnement'],"['Washington', 'Paris']","['Google', 'OTAN']",[],"Ceci est un article fictif parlant de Environnement à Washington, Paris."
2023-08-29,Article sur Économie et Économie,['Économie'],['Alger'],[],[],Ceci est un article fictif parlant de Économie à Alger.
2023-03-25,Article sur Technologie et Environnement,"['Technologie', 'Environnement']",['Dakar'],[],"['Xi Jinping', 'Von der Leyen']","Ceci est un article fictif parlant de Technologie, Environnement à Dakar."
2022-02-14,Article sur Culture et Santé,"['Culture', 'Sport', 'Santé']","['Moscou', 'Pékin']",[],"['Macron', 'Poutine']","Ceci est un article fictif parlant de Culture, Sport, Santé à Moscou, Pékin."
2022-12-14,Article sur Santé et Santé,['Santé'],"['Washington', 'Londres', 'Pékin']",[],['Macron'],"Ceci est un article fictif parlant de Santé à Washington, Londres, Pékin."
2022-06-18,Article sur Sport et Technologie,"['Sport', 'Politique', 'Technologie']","['Alger', 'Paris']",[],"['Musk', 'Biden']","Ceci est un article fictif parlant de Sport, Politique, Technologie à Alger, Paris."
2022-01-14,Article sur Culture et Politique,"['Culture', 'Politique']","['Pékin', 'Moscou']",['FMI'],"['Von der Leyen', 'Musk']","Ceci est un article fictif parlant de Culture, Politique à Pékin, Moscou."
2022-10-20,Article sur Santé et Politique,"['Santé', 'Politique']",['Paris'],[],['Biden'],"Ceci est un article fictif parlant de Santé, Politique à Paris."
2022-04-15,Article sur Environnement et Santé,"['Environnement', 'Politique', 'Santé']","['Pékin', 'Bruxelles', 'Paris']",['FMI'],['Musk'],"Ceci est un article fictif parlant de Environnement, Politique, Santé à Pékin, Bruxelles, Paris."
2023-07-13,Article sur Économie et Économie,"['Économie', 'Économie']","['Moscou', 'Pékin']",[],['Biden'],"Ceci est un article fictif parlant de Économie, Économie à Moscou, Pékin."
2022-11-28,Article sur Santé et Politique,"['Santé', 'Technologie', 'Politique']","['Londres', 'Alger']",[],"['Musk', 'Biden']","Ceci est un article fictif parlant de Santé, Technologie, Politique à Londres, Alger."
2022-11-05,Article sur Technologie et Technologie,['Technologie'],"['Londres', 'Bruxelles']","['UE', 'ONU']",['Xi Jinping'],"Ceci est un article fictif parlant de Technologie à Londres, Bruxelles."
2022-10-20,Article sur Santé et Culture,"['Santé', 'Santé', 'Culture']","['Londres', 'Moscou']",['Sanofi'],[],"Ceci est un article fictif parlant de Santé, Santé, Culture à Londres, Moscou."
2023-08-18,Article sur Sport et Technologie,"['Sport', 'Technologie']",['Bruxelles'],[],['Macron'],"Ceci est un article fictif parlant de Sport, Technologie à Bruxelles."
2022-10-02,Article sur Économie et Économie,"['Économie', 'Culture', 'Économie']","['Berlin', 'Alger']",['FMI'],['Macron'],"Ceci est un article fictif parlant de Économie, Culture, Économie à Berlin, Alger."
2023-09-05,Article sur Environnement et Économie,"['Environnement', 'Santé', 'Économie']","['Paris', 'Moscou', 'Londres']",[],[],"Ceci est un article fictif parlant de Environnement, Santé, Économie à Paris, Moscou, Londres."
2022-09-28,Article sur Environnement et Environnement,['Environnement'],"['Berlin', 'Pékin', 'Dakar']",['Sanofi'],[],"Ceci est un article fictif parlant de Environnement à Berlin, Pékin, Dakar."
2022-04-09,Article sur Environnement et Environnement,['Environnement'],"['Dakar', 'Pékin']",[],['Mbappé'],"Ceci est un article fictif parlant de Environnement à Dakar, Pékin."
2023-01-01,Article sur Sport et Santé,"['Sport', 'Santé']","['Paris', 'Dakar']",['ONU'],"['Xi Jinping', 'Poutine']","Ceci est un article fictif parlant de Sport, Santé à Paris, Dakar."
2023-04-06,Article sur Santé et Santé,['Santé'],['Dakar'],[],[],Ceci est un article fictif parlant de Santé à Dakar.
2022-08-26,Article sur Économie et Politique,"['Économie', 'Culture', 'Politique']",['Paris'],"['Sanofi', 'ONU']","['Poutine', 'Mbappé']","Ceci est un article fictif parlant de Économie, Culture, Politique à Paris."
2023-10-03,Article sur Économie et Santé,"['Économie', 'Culture', 'Santé']","['Moscou', 'Alger', 'Londres']",['Google'],"['Biden', 'Poutine']","Ceci est un article fictif parlant de Économie, Culture, Santé à Moscou, Alger, Londres."
2023-05-02,Article sur Technologie et Économie,"['Technologie', 'Santé', 'Économie']",['Paris'],['OMS'],[],"Ceci est un article fictif parlant de Technologie, Santé, Économie à Paris."
2023-11-08,Article sur Politique et Culture,"['Politique', 'Culture']",['Alger'],"['UE', 'OTAN']",[],"Ceci est un article fictif parlant de Politique, Culture à Alger."
2023-01-14,Article sur Culture et Sport,"['Culture', 'Environnement', 'Sport']","['Londres', 'Moscou', 'Paris']","['OTAN', 'OMS']",[],"Ceci est un article fictif parlant de Culture, Environnement, Sport à Londres, Moscou, Paris."
2022-01-11,Article sur Technologie et Technologie,['Technologie'],"['Washington', 'Moscou', 'Alger']",[],"['Xi Jinping', 'Mbappé']","Ceci est un article fictif parlant de Technologie à Washington, Moscou, Alger."
2022-10-02,Article sur Santé et Politique,"['Santé', 'Politique']","['Dakar', 'Berlin']",['Tesla'],[],"Ceci est un article fictif parlant de Santé, Politique à Dakar, Berlin."
2023-08-28,Article sur Politique et Politique,['Politique'],"['Pékin', 'Moscou', 'Alger']",[],"['Von der Leyen', 'Zelensky']","Ceci est un article fictif parlant de Politique à Pékin, Moscou, Alger."
2023-05-01,Article sur Santé et Santé,['Santé'],"['Bruxelles', 'Moscou']",['OTAN'],[],"Ceci est un article fictif parlant de Santé à Bruxelles, Moscou."
2022-01-17,Article sur Culture et Culture,['Culture'],['Bruxelles'],[],[],Ceci est un article fictif parlant de Culture à Bruxelles.
2022-11-07,Article sur Technologie et Politique,"['Technologie', 'Politique']","['Alger', 'Washington']",['Google'],['Musk'],"Ceci est un article fictif parlant de Technologie, Politique à Alger, Washington."
2022-02-15,Article sur Économie et Économie,['Économie'],"['Londres', 'Dakar', 'Bruxelles']",['Google'],"['Zelensky', 'Xi Jinping']","Ceci est un article fictif parlant de Économie à Londres, Dakar, Bruxelles."
2022-03-25,Article sur Politique et Environnement,"['Politique', 'Environnement']","['Londres', 'Pékin', 'Paris']","['Total', 'ONU']",['Macron'],"Ceci est un article fictif parlant de Politique, Environnement à Londres, Pékin, Paris."
2022-09-21,Article sur Technologie et Environnement,"['Technologie', 'Environnement']","['Londres', 'Washington', 'Berlin']","['UE', 'ONU']","['Von der Leyen', 'Poutine']","Ceci est un article fictif parlant de Technologie, Environnement à Londres, Washington, Berlin."
2022-03-29,Article sur Politique et Politique,['Politique'],"['Washington', 'Londres']",['UE'],['Macron'],"Ceci est un article fictif parlant de Politique à Washington, Londres."
2022-04-22,Article sur Politique et Économie,"['Politique', 'Politique', 'Économie']",['Moscou'],"['OTAN', 'Total']",[],"Ceci est un article fictif parlant de Politique, Politique, Économie à Moscou."
2022-12-08,Article sur Politique et Politique,['Politique'],"['Alger', 'Washington']","['UE', 'ONU']",['Mbappé'],"Ceci est un article fictif parlant de Politique à Alger, Washington."
2022-10-27,Article sur Culture et Culture,['Culture'],"['Bruxelles', 'Berlin']",[],[],"Ceci est un article fictif parlant de Culture à Bruxelles, Berlin."
2023-05-05,Article sur Économie et Technologie,"['Économie', 'Sport', 'Technologie']","['Alger', 'Bruxelles', 'Dakar']","['UE', 'Total']",['Biden'],"Ceci est un article fictif parlant de Économie, Sport, Technologie à Alger, Bruxelles, Dakar."
2022-03-19,Article sur Économie et Culture,"['Économie', 'Culture']","['Dakar', 'Londres', 'Pékin']","['OMS', 'ONU']","['Xi Jinping', 'Macron']","Ceci est un article fictif parlant de Économie, Culture à Dakar, Londres, Pékin."
2022-07-11,Article sur Environnement et Santé,"['Environnement', 'Santé']","['Londres', 'Pékin']","['OTAN', 'ONU']",[],"Ceci est un article fictif parlant de Environnement, Santé à Londres, Pékin."
2023-06-16,Article sur Technologie et Culture,"['Technologie', 'Culture']",['Pékin'],[],['Macron'],"Ceci est un article fictif parlant de Technologie, Culture à Pékin."
2022-05-22,Article sur Technologie et Technologie,['Technologie'],['Moscou'],['UE'],"['Biden', 'Xi Jinping']",Ceci est un article fictif parlant de Technologie à Moscou.
2023-09-12,Article sur Environnement et Environnement,['Environnement'],['Alger'],"['OMS', 'Sanofi']","['Macron', 'Zelensky']",Ceci est un article fictif parlant de Environnement à Alger.
2022-09-27,Article sur Économie et Technologie,"['Économie', 'Culture', 'Technologie']",['Bruxelles'],['FMI'],[],"Ceci est un article fictif parlant de Économie, Culture, Technologie à Bruxelles."
2022-09-23,Article sur Technologie et Sport,"['Technologie', 'Sport']","['Bruxelles', 'Berlin']","['ONU', 'OTAN']",[],"Ceci est un article fictif parlant de Technologie, Sport à Bruxelles, Berlin."
2023-05-15,Article sur Technologie et Technologie,['Technologie'],"['Moscou', 'Pékin']",[],[],"Ceci est un article fictif parlant de Technologie à Moscou, Pékin."
2022-07-31,Article sur Sport et Sport,"['Sport', 'Sport']","['Paris', 'Washington']","['Tesla', 'OTAN']","['Xi Jinping', 'Von der Leyen']","Ceci est un article fictif parlant de Sport, Sport à Paris, Washington."
2023-05-12,Article sur Santé et Technologie,"['Santé', 'Santé', 'Technologie']",['Bruxelles'],['ONU'],"['Mbappé', 'Macron']","Ceci est un article fictif parlant de Santé, Santé, Technologie à Bruxelles."
2022-12-16,Article sur Économie et Économie,['Économie'],"['Berlin', 'Pékin']",[],"['Musk', 'Zelensky']","Ceci est un article fictif parlant de Économie à Berlin, Pékin."
2022-04-10,Article sur Environnement et Environnement,['Environnement'],"['Berlin', 'Washington', 'Dakar']",[],['Mbappé'],"Ceci est un article fictif parlant de Environnement à Berlin, Washington, Dakar."
2023-03-16,Article sur Politique et Technologie,"['Politique', 'Sport', 'Technologie']",['Berlin'],"['Total', 'UE']",[],"Ceci est un article fictif parlant de Politique, Sport, Technologie à Berlin."
2022-03-16,Article sur Culture et Politique,"['Culture', 'Politique']","['Washington', 'Dakar', 'Pékin']","['Total', 'Google']",['Von der Leyen'],"Ceci est un article fictif parlant de Culture, Politique à Washington, Dakar, Pékin."
2022-10-20,Article sur Technologie et Économie,"['Technologie', 'Économie']","['Londres', 'Paris', 'Dakar']","['Google', 'OTAN']","['Xi Jinping', 'Poutine']","Ceci est un article fictif parlant de Technologie, Économie à Londres, Paris, Dakar."
2023-05-02,Article sur Culture et Culture,['Culture'],"['Londres', 'Bruxelles', 'Paris']",[],['Xi Jinping'],"Ceci est un article fictif parlant de Culture à Londres, Bruxelles, Paris."
2023-10-17,Article sur Culture et Technologie,"['Culture', 'Technologie']",['Moscou'],['UE'],"['Von der Leyen', 'Zelensky']","Ceci est un article fictif parlant de Culture, Technologie à Moscou."
2022-06-13,Article sur Sport et Sport,['Sport'],['Pékin'],[],['Macron'],Ceci est un article fictif parlant de Sport à Pékin.
2023-09-19,Article sur Économie et Technologie,"['Économie', 'Technologie']",['Washington'],[],"['Von der Leyen', 'Poutine']","Ceci est un article fictif parlant de Économie, Technologie à Washington."
2022-11-25,Article sur Santé et Santé,['Santé'],['Berlin'],[],"['Mbappé', 'Macron']",Ceci est un article fictif parlant de Santé à Berlin.
2022-06-06,Article sur Technologie et Politique,"['Technologie', 'Environnement', 'Politique']","['Alger', 'Moscou', 'Paris']",[],[],"Ceci est un article fictif parlant de Technologie, Environnement, Politique à Alger, Moscou, Paris."
2022-07-04,Article sur Technologie et Politique,"['Technologie', 'Technologie', 'Politique']","['Washington', 'Alger']","['Google', 'OTAN']",['Von der Leyen'],"Ceci est un article fictif parlant de Technologie, Technologie, Politique à Washington, Alger."
2023-05-21,Article sur Politique et Santé,"['Politique', 'Sport', 'Santé']","['Berlin', 'Bruxelles']","['Sanofi', 'UE']",['Zelensky'],"Ceci est un article fictif parlant de Politique, Sport, Santé à Berlin, Bruxelles."
2023-04-27,Article sur Sport et Culture,"['Sport', 'Culture']",['Alger'],['Tesla'],['Zelensky'],"Ceci est un article fictif parlant de Sport, Culture à Alger."
2023-01-11,Article sur Culture et Culture,['Culture'],"['Paris', 'Berlin', 'Londres']",[],[],"Ceci est un article fictif parlant de Culture à Paris, Berlin, Londres."
2023-04-23,Article sur Économie et Environnement,"['Économie', 'Politique', 'Environnement']",['Berlin'],['ONU'],[],"Ceci est un article fictif parlant de Économie, Politique, Environnement à Berlin."
2022-07-25,Article sur Politique et Politique,['Politique'],"['Dakar', 'Alger', 'Berlin']","['OMS', 'Sanofi']",['Biden'],"Ceci est un article fictif parlant de Politique à Dakar, Alger, Berlin."
2023-09-02,Article sur Sport et Culture,"['Sport', 'Culture']","['Berlin', 'Londres', 'Pékin']","['Tesla', 'ONU']",['Biden'],"Ceci est un article fictif parlant de Sport, Culture à Berlin, Londres, Pékin."
2022-11-19,Article sur Économie et Sport,"['Économie', 'Sport']","['Londres', 'Dakar', 'Berlin']",[],"['Biden', 'Xi Jinping']","Ceci est un article fictif parlant de Économie, Sport à Londres, Dakar, Berlin."
2023-07-20,Article sur Culture et Culture,['Culture'],"['Moscou', 'Pékin']",[],"['Musk', 'Macron']","Ceci est un article fictif parlant de Culture à Moscou, Pékin."
2022-09-24,Article sur Environnement et Environnement,['Environnement'],"['Paris', 'Londres', 'Moscou']","['OMS', 'Google']","['Zelensky', 'Biden']","Ceci est un article fictif parlant de Environnement à Paris, Londres, Moscou."
2022-06-30,Article sur Technologie et Technologie,"['Technologie', 'Environnement', 'Technologie']","['Dakar', 'Londres', 'Pékin']","['Sanofi', 'ONU']",[],"Ceci est un article fictif parlant de Technologie, Environnement, Technologie à Dakar, Londres, Pékin."
2023-03-19,Article sur Culture et Culture,"['Culture', 'Culture']","['Paris', 'Alger']","['UE', 'OMS']","['Musk', 'Zelensky']","Ceci est un article fictif parlant de Culture, Culture à Paris, Alger."
2023-10-27,Article sur Technologie et Santé,"['Technologie', 'Politique', 'Santé']","['Washington', 'Berlin']","['ONU', 'Tesla']",[],"Ceci est un article fictif parlant de Technologie, Politique, Santé à Washington, Berlin."
2022-04-11,Article sur Environnement et Économie,"['Environnement', 'Économie']",['Berlin'],"['ONU', 'OMS']",[],"Ceci est un article fictif parlant de Environnement, Économie à Berlin."
2022-08-01,Article sur Politique et Santé,"['Politique', 'Santé']",['Bruxelles'],"['ONU', 'UE']",[],"Ceci est un article fictif parlant de Politique, Santé à Bruxelles."
2022-09-24,Article sur Sport et Santé,"['Sport', 'Économie', 'Santé']","['Londres', 'Bruxelles', 'Alger']",['UE'],[],"Ceci est un article fictif parlant de Sport, Économie, Santé à Londres, Bruxelles, Alger."
2022-03-10,Article sur Économie et Culture,"['Économie', 'Culture']","['Moscou', 'Washington']",[],"['Xi Jinping', 'Von der Leyen']","Ceci est un article fictif parlant de Économie, Culture à Moscou, Washington."
2023-05-15,Article sur Culture et Économie,"['Culture', 'Sport', 'Économie']","['Berlin', 'Londres', 'Dakar']",[],[],"Ceci est un article fictif parlant de Culture, Sport, Économie à Berlin, Londres, Dakar."
2022-10-04,Article sur Environnement et Technologie,"['Environnement', 'Technologie']","['Moscou', 'Dakar', 'Bruxelles']",['Tesla'],['Macron'],"Ceci est un article fictif parlant de Environnement, Technologie à Moscou, Dakar, Bruxelles."
2023-08-08,Article sur Technologie et Technologie,['Technologie'],"['Londres', 'Paris']","['UE', 'Google']",[],"Ceci est un article fictif parlant de Technologie à Londres, Paris."
2022-06-03,Article sur Sport et Culture,"['Sport', 'Culture']","['Alger', 'Moscou', 'Berlin']",[],['Musk'],"Ceci est un article fictif parlant de Sport, Culture à Alger, Moscou, Berlin."
2023-02-17,Article sur Sport et Santé,"['Sport', 'Santé']",['Dakar'],[],['Biden'],"Ceci est un article fictif parlant de Sport, Santé à Dakar."
2022-01-27,Article sur Santé et Politique,"['Santé', 'Santé', 'Politique']","['Moscou', 'Dakar', 'Paris']","['FMI', 'UE']",['Macron'],"Ceci est un article fictif parlant de Santé, Santé, Politique à Moscou, Dakar, Paris."
2022-12-23,Article sur Santé et Technologie,"['Santé', 'Politique', 'Technologie']","['Paris', 'Washington']","['Tesla', 'OTAN']",[],"Ceci est un article fictif parlant de Santé, Politique, Technologie à Paris, Washington."
2022-09-09,Article sur Culture et Santé,"['Culture', 'Culture', 'Santé']",['Dakar'],"['Tesla', 'OMS']",[],"Ceci est un article fictif parlant de Culture, Culture, Santé à Dakar."
2023-01-03,Article sur Sport et Sport,['Sport'],"['Washington', 'Bruxelles']",[],"['Von der Leyen', 'Xi Jinping']","Ceci est un article fictif parlant de Sport à Washington, Bruxelles."
2023-01-09,Article sur Sport et Technologie,"['Sport', 'Technologie']",['Londres'],['Total'],"['Poutine', 'Biden']","Ceci est un article fictif parlant de Sport, Technologie à Londres."
2023-09-17,Article sur Environnement et Santé,"['Environnement', 'Sport', 'Santé']","['Dakar', 'Bruxelles']",['Sanofi'],['Musk'],"Ceci est un article fictif parlant de Environnement, Sport, Santé à Dakar, Bruxelles."
2022-04-15,Article sur Santé et Politique,"['Santé', 'Politique']","['Paris', 'Pékin']","['OMS', 'Tesla']","['Biden', 'Macron']","Ceci est un article fictif parlant de Santé, Politique à Paris, Pékin."
2022-06-17,Article sur Culture et Sport,"['Culture', 'Sport']",['Berlin'],['OMS'],['Von der Leyen'],"Ceci est un article fictif parlant de Culture, Sport à Berlin."
2022-02-22,Article sur Politique et Politique,"['Politique', 'Environnement', 'Politique']","['Moscou', 'Berlin', 'Dakar']","['ONU', 'UE']",[],"Ceci est un article fictif parlant de Politique, Environnement, Politique à Moscou, Berlin, Dakar."
2023-05-21,Article sur Sport et Sport,['Sport'],"['Londres', 'Washington']",['Google'],['Macron'],"Ceci est un article fictif parlant de Sport à Londres, Washington."
2022-12-28,Article sur Économie et Économie,['Économie'],"['Washington', 'Paris', 'Moscou']","['Total', 'UE']","['Biden', 'Zelensky']","Ceci est un article fictif parlant de Économie à Washington, Paris, Moscou."
2022-08-11,Article sur Économie et Technologie,"['Économie', 'Politique', 'Technologie']","['Bruxelles', 'Washington']","['ONU', 'Google']","['Biden', 'Mbappé']","Ceci est un article fictif parlant de Économie, Politique, Technologie à Bruxelles, Washington."
2022-06-03,Article sur Culture et Culture,['Culture'],"['Dakar', 'Alger']","['OTAN', 'OMS']",['Biden'],"Ceci est un article fictif parlant de Culture à Dakar, Alger."
2022-10-03,Article sur Environnement et Santé,"['Environnement', 'Santé']","['Alger', 'Londres']","['Sanofi', 'OMS']",[],"Ceci est un article fictif parlant de Environnement, Santé à Alger, Londres."
2022-04-28,Article sur Sport et Environnement,"['Sport', 'Technologie', 'Environnement']",['Alger'],"['OMS', 'OTAN']","['Musk', 'Zelensky']","Ceci est un article fictif parlant de Sport, Technologie, Environnement à Alger."
2023-01-30,Article sur Santé et Environnement,"['Santé', 'Technologie', 'Environnement']","['Bruxelles', 'Alger', 'Dakar']",['Google'],['Von der Leyen'],"Ceci est un article fictif parlant de Santé, Technologie, Environnement à Bruxelles, Alger, Dakar."
2023-07-26,Article sur Sport et Environnement,"['Sport', 'Environnement']",['Pékin'],['FMI'],['Von der Leyen'],"Ceci est un article fictif parlant de Sport, Environnement à Pékin."
2022-08-13,Article sur Sport et Sport,['Sport'],"['Paris', 'Alger']",['Google'],['Mbappé'],"Ceci est un article fictif parlant de Sport à Paris, Alger."
2023-11-14,Article sur Environnement et Sport,"['Environnement', 'Économie', 'Sport']",['Washington'],[],['Xi Jinping'],"Ceci est un article fictif parlant de Environnement, Économie, Sport à Washington."
2022-09-06,Article sur Environnement et Culture,"['Environnement', 'Politique', 'Culture']",['Dakar'],"['OTAN', 'Sanofi']","['Macron', 'Von der Leyen']","Ceci est un article fictif parlant de Environnement, Politique, Culture à Dakar."
2022-02-09,Article sur Politique et Sport,"['Politique', 'Sport']",['Washington'],['FMI'],['Xi Jinping'],"Ceci est un article fictif parlant de Politique, Sport à Washington."
2022-09-05,Article sur Technologie et Culture,"['Technologie', 'Culture']","['Moscou', 'Bruxelles']","['Google', 'UE']",['Poutine'],"Ceci est un article fictif parlant de Technologie, Culture à Moscou, Bruxelles."
2022-04-23,Article sur Santé et Culture,"['Santé', 'Culture']","['Paris', 'Bruxelles']",[],"['Xi Jinping', 'Macron']","Ceci est un article fictif parlant de Santé, Culture à Paris, Bruxelles."
2022-01-13,Article sur Sport et Sport,"['Sport', 'Technologie', 'Sport']",['Alger'],"['OTAN', 'Google']",[],"Ceci est un article fictif parlant de Sport, Technologie, Sport à Alger."
2022-07-14,Article sur Environnement et Environnement,['Environnement'],"['Berlin', 'Washington']",['UE'],"['Macron', 'Zelensky']","Ceci est un article fictif parlant de Environnement à Berlin, Washington."
2022-05-27,Article sur Culture et Culture,"['Culture', 'Économie', 'Culture']","['Washington', 'Alger']",['UE'],['Xi Jinping'],"Ceci est un article fictif parlant de Culture, Économie, Culture à Washington, Alger."
2022-02-19,Article sur Sport et Environnement,"['Sport', 'Environnement']","['Moscou', 'Washington', 'Paris']",['FMI'],[],"Ceci est un article fictif parlant de Sport, Environnement à Moscou, Washington, Paris."
